workerid,proliferate.condition,ExpFiller,Intro_object,Prime,Res_object,competitor1,competitor2,condition,condition1,correctAns1,correctAns2,determiner,determiner1,displayID,display_type,figure,instruction1,instruction3,list,location1,location10,location2,location3,location4,location5,location6,location7,location8,location9,object1,object2,object3,object4,practiceTrialType,practice_trial_number,prime,response,response_times,setting,size,size1,target1,target2,target_figure1,target_figure3,target_object1,target_object3,trial_number,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
12,condition1,Exp,,BoyAllSusanPears,,1,7,all,,AOI2,AOI8,all,,3,33-33,Susan's,,Click on the boy that has all of Susan's pears,1,2_apples,girl,3_pears,2_bananas,3_oranges,1_apple,1_banana,boy,boy,girl,,,,,,,,three pears,3181,fruit,big,,2,8,,boy,,3_pears,9,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyOneMichaelRulers,,1,7,one,,AOI2,AOI8,one,,40,33-33,Michael's,,Click on the boy that has one of Michael's rulers,1,3_erasers,girl,1_ruler,3_pencils,3_scissors,2_scissors,0,boy,boy,girl,,,,,,,,ruler,2256,stationeries,small,,2,8,,boy,,1_ruler,10,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyFourSusanBananas,,1,7,four,,AOI2,AOI8,four,,44,44-22,Susan's,,Click on the boy that has four of Susan's bananas,1,1_orange,girl,4_bananas,3_pears,2_apples,1_orange,1_pear,boy,boy,girl,,,,,,,,four bananas,5733,fruit,big,,2,8,,boy,,4_bananas,11,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlAllMichaelErasers,,4,10,all,,AOI3,AOI9,all,,26,44-22,Michael's,,Click on the girl that has all of Michael's erasers,1,3_pencils,girl,2_scissors,2_erasers,3_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,two rubbers,3025,stationeries,small,,3,9,,girl,,2_erasers,12,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeAmyKnives,,4,10,some,,AOI3,AOI9,some,,15,33-33,Amy's,,Click on the girl that has some of Amy's knives,1,2_spoons,girl,3_plates,2_knives,3_forks,1_spoon,1_knife,boy,boy,girl,,,,,,,,two knives,2645,kitchenwares,small,,3,9,,girl,,2_knives,13,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlTwoSusanBananas,,3,9,num,,AOI4,AOI10,two,,5,33-33,Susan's,,Click on the girl that has two of Susan's bananas,1,2_pears,girl,3_apples,3_oranges,2_bananas,1_banana,1_pear,boy,boy,girl,,,,,,,,two banans,3175,fruit,small,,4,10,,girl,,2_bananas,14,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyFourMichaelScissors,,2,8,four,,AOI1,AOI7,four,,43,44-22,Michael's,,Click on the boy that has four of Michael's scissors,1,4_scissors,girl,1_pencil,2_rulers,3_erasers,1_pencil,1_eraser,boy,boy,girl,,,,,,,,four scissors,6261,stationeries,big,,1,7,,boy,,4_scissors,15,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeAmyPlates,,3,9,some,,AOI4,AOI10,some,,16,33-33,Amy's,,Click on the girl that has some of Amy's plates,1,2_forks,girl,3_knives,3_spoons,2_plates,1_fork,1_plate,boy,boy,girl,,,,,,,,two plates,2727,kitchenwares,small,,4,10,,girl,,2_plates,16,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoySomeMichaelScissors,,1,7,some,,AOI2,AOI8,some,,12,33-33,Michael's,,Click on the boy that has some of Michael's scissors,1,3_rulers,girl,2_scissors,2_pencils,3_erasers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,two scissors,5254,stationeries,small,,2,8,,boy,,2_scissors,17,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlAllAmySpoons,,4,10,all,,AOI3,AOI9,all,,36,44-22,Amy's,,Click on the girl that has all of Amy's spoons,1,3_plates,girl,2_knives,2_spoons,3_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,two spoons,2862,kitchenwares,small,,3,9,,girl,,2_spoons,18,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyAllMichaelScissors,,2,8,all,,AOI1,AOI7,all,,7,33-33,Michael's,,Click on the boy that has all of Michael's scissors,1,3_scissors,girl,2_pencils,3_erasers,2_rulers,1_pencil,1_ruler,boy,boy,girl,,,,,,,,three scissors,3416,stationeries,big,,1,7,,boy,,3_scissors,19,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyTwoMichaelPencils,,1,7,num,,AOI2,AOI8,two,,28,44-22,Michael's,,Click on the boy that has two of Michael's pencils,1,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,two pencils,2622,stationeries,small,,2,8,,boy,,2_pencils,20,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoySomeSusanPears,,2,8,some,,AOI1,AOI7,some,,1,33-33,Susan's,,Click on the boy that has some of Susan's pears,1,2_pears,girl,3_bananas,2_apples,3_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,two pears,4654,fruit,small,,1,7,,boy,,2_pears,21,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,GirlOneMichaelErasers,,4,10,one,,AOI3,AOI9,one,,41,33-33,Michael's,,Click on the girl that has one of Michael's erasers,1,3_pencils,girl,3_scissors,1_eraser,3_rulers,2_erasers,0,boy,boy,girl,,,,,,,,rubber,2025,stationeries,small,,3,9,,girl,,1_eraser,22,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyAllAmyForks,,1,7,all,,AOI2,AOI8,all,,17,33-33,Amy's,,Click on the boy that has all of Amy's forks,1,2_spoons,girl,3_forks,2_knives,3_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,three forks,4037,kitchenwares,big,,2,8,,boy,,3_forks,23,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoySomeAmySpoons,,1,7,some,,AOI2,AOI8,some,,33,44-22,Amy's,,Click on the boy that has some of Amy's spoons,1,2_plates,girl,3_spoons,2_forks,3_knives,1_spoon,1_knife,boy,boy,girl,,,,,,,,three spoons,3598,kitchenwares,big,,2,8,,boy,,3_spoons,24,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeMichaelRulers,,3,9,some,,AOI4,AOI10,some,,30,44-22,Michael's,,Click on the girl that has some of Michael's rulers,1,3_erasers,girl,2_pencils,2_scissors,3_rulers,1_ruler,1_eraser,boy,boy,girl,,,,,,,,four rulers,5159,stationeries,big,,4,10,,girl,,3_rulers,25,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,GirlOneSusanPears,,3,9,one,,AOI4,AOI10,one,,42,33-33,Susan's,,Click on the girl that has one of Susan's pears,1,3_bananas,girl,3_oranges,3_apples,1_pear,2_pears,0,boy,boy,girl,,,,,,,,pear,1894,fruit,small,,4,10,,girl,,1_pear,26,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyOneAmySpoons,,1,7,one,,AOI2,AOI8,one,,39,33-33,Amy's,,Click on the boy that has one of Amy's spoons,1,3_forks,girl,1_spoon,3_plates,3_knives,2_spoons,0,boy,boy,girl,,,,,,,,spoon,2423,kitchenwares,small,,2,8,,boy,,1_spoon,27,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyAllSusanOranges,,1,7,all,,AOI2,AOI8,all,,21,44-22,Susan's,,Click on the boy that has all of Susan's oranges,1,3_bananas,girl,2_oranges,3_apples,2_pears,1_apple,1_banana,boy,boy,girl,,,,,,,,two oranges,3766,fruit,small,,2,8,,boy,,2_oranges,28,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeSusanBananas,,3,9,some,,AOI4,AOI10,some,,19,44-22,Susan's,,Click on the girl that has some of Susan's bananas,1,3_oranges,girl,2_apples,2_pears,3_bananas,1_banana,1_orange,boy,boy,girl,,,,,,,,three banans,6086,fruit,big,,4,10,,girl,,3_bananas,29,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoySomeSusanOranges,,1,7,some,,AOI2,AOI8,some,,2,33-33,Susan's,,Click on the boy that has some of Susan's oranges,1,3_apples,girl,2_oranges,2_bananas,3_pears,1_banana,1_orange,boy,boy,girl,,,,,,,,two oranges,3966,fruit,small,,2,8,,boy,,2_oranges,30,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlAllMichaelPencils,,3,9,all,,AOI4,AOI10,all,,25,44-22,Michael's,,Click on the girl that has all of Michael's pencils,1,3_erasers,girl,2_rulers,3_scissors,2_pencils,1_eraser,1_scissor,boy,boy,girl,,,,,,,,two pencils,4127,stationeries,small,,4,10,,girl,,2_pencils,31,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,GirlFourSusanOranges,,4,10,four,,AOI3,AOI9,four,,45,44-22,Susan's,,Click on the girl that has four of Susan's oranges,1,2_pears,girl,3_apples,4_oranges,1_banana,1_banana,1_apple,boy,boy,girl,,,,,,,,four oranges,2703,fruit,big,,3,9,,girl,,4_oranges,32,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlTwoMichaelRulers,,4,10,num,,AOI3,AOI9,two,,9,33-33,Michael's,,Click on the girl that has two of Michael's rulers,1,3_pencils,girl,2_scissors,2_rulers,3_erasers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,two rulers,5102,stationeries,small,,3,9,,girl,,2_rulers,33,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlAllSusanBananas,,4,10,all,,AOI3,AOI9,all,,4,33-33,Susan's,,Click on the girl that has all of Susan's bananas,1,2_pears,girl,3_apples,3_bananas,2_oranges,1_orange,1_pear,boy,boy,girl,,,,,,,,three banans,5845,fruit,big,,3,9,,girl,,3_bananas,34,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,apple,2376,fruit,small,,1,7,,boy,,1_apple,35,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlThreeSusanOranges,,4,10,num,,AOI3,AOI9,three,,23,44-22,Susan's,,Click on the girl that has three of Susan's oranges,1,3_apples,girl,2_pears,3_oranges,2_bananas,1_apple,1_orange,boy,boy,girl,,,,,,,,two oranges,2958,fruit,big,,3,9,,girl,,3_oranges,36,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,BoyOneAmyPlates,,2,8,one,,AOI1,AOI7,one,,38,33-33,Amy's,,Click on the boy that has one of Amy's plates,1,1_plate,girl,3_knives,3_forks,3_spoons,2_plates,0,boy,boy,girl,,,,,,,,plate,2192,kitchenwares,small,,1,7,,boy,,1_plate,37,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeSusanApples,,4,10,some,,AOI3,AOI9,some,,20,44-22,Susan's,,Click on the girl that has some of Susan's apples,1,3_pears,girl,2_bananas,3_apples,2_oranges,1_apple,1_pear,boy,boy,girl,,,,,,,,three apples,4086,fruit,big,,3,9,,girl,,3_apples,38,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlSomeAmyForks,,4,10,some,,AOI3,AOI9,some,,34,44-22,Amy's,,Click on the girl that has some of Amy's forks,1,2_spoons,girl,3_plates,3_forks,2_knives,1_fork,1_plate,boy,boy,girl,,,,,,,,three forks,4367,kitchenwares,big,,3,9,,girl,,3_forks,39,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlThreeMichaelScissors,,4,10,num,,AOI3,AOI9,three,,10,33-33,Michael's,,Click on the girl that has three of Michael's scissors,1,3_rulers,girl,2_erasers,3_scissors,2_pencils,1_pencil,1_eraser,boy,boy,girl,,,,,,,,three scissors,4545,stationeries,big,,3,9,,girl,,3_scissors,40,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyTwoAmySpoons,,2,8,num,,AOI1,AOI7,two,,32,44-22,Amy's,,Click on the boy that has two of Amy's spoons,1,2_spoons,girl,3_knives,3_forks,2_plates,1_fork,1_knife,boy,boy,girl,,,,,,,,two spoons,2876,kitchenwares,small,,1,7,,boy,,2_spoons,41,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyTwoSusanApples,,2,8,num,,AOI1,AOI7,two,,24,44-22,Susan's,,Click on the boy that has two of Susan's apples,1,2_apples,girl,3_pears,3_bananas,2_oranges,1_banana,1_pear,boy,boy,girl,,,,,,,,two apples,2487,fruit,small,,1,7,,boy,,2_apples,42,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoySomeMichaelErasers,,2,8,some,,AOI1,AOI7,some,,11,33-33,Michael's,,Click on the boy that has some of Michael's erasers,1,2_erasers,girl,3_pencils,2_rulers,3_scissors,1_ruler,1_eraser,boy,boy,girl,,,,,,,,two rubbers,2838,stationeries,small,,1,7,,boy,,2_erasers,43,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlTwoAmyForks,,3,9,num,,AOI4,AOI10,two,,13,33-33,Amy's,,Click on the girl that has two of Amy's forks,1,2_knives,girl,3_spoons,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,,,,,,,,two forks,3375,kitchenwares,small,,4,10,,girl,,2_forks,44,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Filler,,GirlFourAmyPlates,,3,9,four,,AOI4,AOI10,four,,47,44-22,Amy's,,Click on the girl that has four of Amy's plates,1,1_knife,girl,3_forks,2_spoons,4_plates,1_knife,1_fork,boy,boy,girl,,,,,,,,four plate,3208,kitchenwares,big,,4,10,,girl,,4_plates,45,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlThreeSusanPears,,3,9,num,,AOI4,AOI10,three,,6,33-33,Susan's,,Click on the girl that has three of Susan's pears,1,2_oranges,girl,3_bananas,2_apples,3_pears,1_apple,1_orange,boy,boy,girl,,,,,,,,three pears,3782,fruit,big,,4,10,,girl,,3_pears,46,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,BoyAllAmyKnives,,2,8,all,,AOI1,AOI7,all,,18,33-33,Amy's,,Click on the boy that has all of Amy's knives,1,3_knives,girl,2_plates,3_spoons,2_forks,1_plate,1_fork,boy,boy,girl,,,,,,,,three knives,6173,kitchenwares,big,,1,7,,boy,,3_knives,47,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
12,condition1,Exp,,GirlAllAmyPlates,,3,9,all,,AOI4,AOI10,all,,35,44-22,Amy's,,Click on the girl that has all of Amy's plates,1,3_spoons,girl,2_forks,3_knives,2_plates,1_spoon,1_knife,boy,boy,girl,,,,,,,,two plates,1959,kitchenwares,small,,4,10,,girl,,2_plates,48,[],40,No,What were you trying to find out? I noticed I got tired towards the end (fatigued) and confused on the fruits.,4,2,£1,Male,English,No,Chrome,Windows,2160,3840,4.6295166666666665,
14,condition1,Prac,kitchware_Amy_Monday,,Residue_kitchen,4,,,num,AOI3,AOI9,,three,5,44-22,Amy,Click on the girl that has three of Amy's knives,,,2_spoons,girl,3_forks,3_knives,2_plates,1_fork,1_knife,boy,boy,girl,knives,D4_forks,D2_spoons,D4_knives,production practice,1,GirlThreeAmyknives,girl with three knives,,kitchenwares,,big,3,,girl,,3_knives,,,[],30,Yes,,4,2,,Female,English,No,Chrome,Mac,800,1280,9.516283333333334,
14,condition1,Prac,kitchware_Amy_Tuesday,,Slience,2,,,some,AOI4,AOI10,,some,6,33-33,Amy,Click on the girl that has some of Amy's forks,,,3_spoons,girl,2_knives,3_plates,2_forks,1_fork,1_knife,boy,boy,girl,forks,D3_forks,D3_spoons,D3_knives,production practice,2,GirlSomeAmyforks,girl with two forks,,kitchenwares,,big,4,,girl,,2_forks,,,[],30,Yes,,4,2,,Female,English,No,Chrome,Mac,800,1280,9.516283333333334,
14,condition1,Exp,,BoySomeMichaelPencils,,2,8,some,,AOI1,AOI7,some,,29,44-22,Michael's,,Click on the boy that has some of Michael's pencils,1,3_pencils,girl,2_erasers,3_scissors,2_rulers,1_pencil,1_scissor,boy,boy,girl,,,,,,,,boy with three pencils,9017,stationeries,big,,1,7,,boy,,3_pencils,1,[],30,Yes,,4,2,,Female,English,No,Chrome,Mac,800,1280,9.516283333333334,
14,condition1,Filler,,BoyOneSusanApples,,2,8,one,,AOI1,AOI7,one,,37,33-33,Susan's,,Click on the boy that has one of Susan's apples,1,1_apple,girl,3_pears,3_bananas,3_oranges,2_apples,0,boy,boy,girl,,,,,,,,boy with an apple,4856,fruit,small,,1,7,,boy,,1_apple,2,[],30,Yes,,4,2,,Female,English,No,Chrome,Mac,800,1280,9.516283333333334,
14,condition1,Exp,,BoyTwoMichaelPencils,,1,7,num,,AOI2,AOI8,two,,28,44-22,Michael's,,Click on the boy that has two of Michael's pencils,1,3_scissors,girl,2_pencils,2_erasers,3_rulers,1_ruler,1_scissor,boy,boy,girl,,,,,,,,boy with two pencils,5942,stationeries,small,,2,8,,boy,,2_pencils,3,[],30,Yes,,4,2,,Female,English,No,Chrome,Mac,800,1280,9.516283333333334,
